job_id,job_id_platform,role,company,location,posted_time,url,job_desc,salary,work_type,country,salary_min_cleaned,salary_max_cleaned
99,85034038,Fullstack Developer Engineer,PT Sukses Software Solusindo,Jakarta,2025-06-19 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85034038,"Fullstack Developer Engineer — Job Requirements; Minimal Requirements (Must-Have); • Pengalaman menggunakan PHP (Laravel Framework) dalam pengembangan; aplikasi backend dan API yang robust dan scalable.; • Penguasaan Node.js untuk membangun API dan layanan backend asynchronous.; • Penguasaan dasar Flutter untuk pembuatan aplikasi mobile multiplatform (minimal; memahami struktur project, UI basic, dan proses build).; • Pemahaman dan pengalaman menggunakan Git, termasuk alur kerja Git Flow; (feature branch, pull request, release/hotfix handling).; • Terbiasa dengan praktik clean code, reusable component, dan separation of concern.; Nice to Have (Nilai Plus); • Pengalaman menggunakan Flutter untuk Desktop dan Android (publikasi, cross; platform UI).; • Kemampuan membuat binding atau FFI dengan C++ atau library eksternal; (misalnya integrasi .DLL atau native engine).; • Pengalaman dengan automated testing (unit test, integration test) di backend maupun; frontend.; • Familiar dengan DevOps tools seperti Docker, CI/CD pipelines (GitHub Actions,; GitLab CI, dsb).; Framework & Teknologi; • Laravel, ExpressJS (atau NestJS), Flutter; • REST API dan WebSocket; • PostgreSQL, MySQL, MongoDB; • Redis atau message queue (optional); Cloud & Deployment; • Familiar dengan cloud service providers seperti AWS, GCP, atau DigitalOcean.; • Terbiasa melakukan deployment ke VPS, Docker container, atau serverless functions.; • Paham dengan file storage management, CDN, dan konfigurasi domain/SSL.; Analytical & Technical Mindset; • Mampu melakukan analisis requirement, menyusun struktur data yang optimal, dan; membuat dokumentasi teknis dengan baik.; • Terbiasa bekerja dengan API eksternal (third-party integration, payment gateway,; cloud storage, dsb).; • Pemahaman struktur data dan algoritma dasar untuk efisiensi logika program.; Soft Skills; • Quick learner, mudah beradaptasi dengan tools/framework baru.; • Mampu bekerja secara kolaboratif dalam tim multidisiplin.; • Disiplin dalam dokumentasi teknis dan versioning.; • Komunikatif, terbuka terhadap feedback teknis dan code review.",,Full time,indonesia,,
50,85362475,Data Engineer,PT Simian Technologies,Central Jakarta,2025-07-02 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85362475,"Mengembangkan dan memelihara alur data & proses ETL.; Bekerja sama dengan tim Business Analyst untuk merancang solusi data skalabel.; Memastikan kualitas, integritas, dan konsistensi data.; Mengoptimalkan kinerja database dan query.; Melakukan riset tentang teknologi data terbaru.; Kualifikasi:; Lulusan Sarjana di bidang TI/Ilmu Komputer.; Pengalaman kerja minimal 2 tahun sebagai Data Engineer, dengan pengalaman di industri keuangan diutamakan.; Menguasai SQL dengan kemampuan query, Python, serta ETL tools (seperti Pentaho, Talend, atau lainnya).; Mampu menggunakan BI tools (seperti Cognos, Tableau, atau lainnya); pengalaman dengan BI tools merupakan nilai tambah.; Mampu berbahasa Inggris, terutama dalam membaca dan menulis.; Memahami proses pelaporan regulasi perbankan Indonesia.; Mampu bekerja baik secara tim maupun mandiri.",,Full time,indonesia,,
80,85131820,Data & AI Architect,PT Mitra Solusi Telematika,South Jakarta,2025-06-24 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85131820,"About the role; ; Join PT Mitra Solusi Telematika as a Data Architect, where you will play a crucial role in designing and implementing robust, scalable, and secure database solutions. As a full-time employee, you will be based in South Jakarta, contributing to the company's Information & Communication Technology initiatives.; What we're looking for; 5+ years of experience as a Data Architect; 2 or more in data platform project; Proficiency in SQL and one or more programming languages (Python, Scala, Java).; Proven experience in designing and implementing data warehouse & big data platforms (e.g., Hadoop, Spark, Kafka).; Proven experience in delivering AI/ML projects & Generative AI at production level.; Knowledge of data infrastructure, pipelines, storage, and visualization; Familiarity with data governance, metadata management, and data cataloging tools.; Ability to develop detailed technical requirements from business needs; Excellent communication and strategic thinking abilities; Comfortable explaining complex architectures and trade-offs; Experience as a Data Scientist is preferable; BS or MS in Computer Science, Statistics, or related field; What you'll be doing; Gather business and technical requirements from stakeholders; Design and implement end-to-end data architecture solutions for big data platforms.; Develop technical architecture, including data stack architecture, analytics environment, and AI ; Determine technical feasibility and validate designs against requirements; Select appropriate technologies considering cost, scalability, and ease of integration; Collaborate with data engineers, analysts, and business stakeholders to understand data requirements.; Architect data pipelines, analytics architecture, and machine learning models; Ensure data quality, governance, and security across all data systems.; Communicate complex architecture trade-offs to executives and stakeholders; Stay up-to-date on technologies and trends in mining and natural resources; Document architecture standards, best practices, and technical specifications.; What we offer; ; At PT Mitra Solusi Telematika, we are committed to providing a supportive and inclusive work environment that empowers our employees to thrive. We offer competitive compensation and opportunities for career development to support your overall health and happiness.; About us; ; PT Mitra Solusi Telematika is a leading provider of innovative Information & Communication Technology solutions in Indonesia. With a focus on delivering reliable and scalable data-driven products and services, we are dedicated to empowering our clients to achieve their strategic goals. Join our dynamic team and be a part of our continued growth and success.; Apply now to become our next Data Architect!",,Full time,indonesia,,
119,83179484,Data Engineer (Technology Consultant),EY,Jakarta,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/83179484,"About EY:; EY, a global leader operating in more than 150 countries delivers unparalleled service in Consulting and assists clients to transform and upskill their capabilities.; We serve our clients to build a better working world, helping them to create long-term value for people and society and build trust in the capital markets. That starts with a culture that believes in giving you the training, opportunities, and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we work towards our ambition to be the best employer.; At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture, and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.; The exceptional EY experience. It’s yours to build.; We look forward you to joining us in the Data & Analytics Consultant team: ; For Managerial level: ; Years of experience: 6-10 solid years of Data engineering and architecture background; Experience:; Design the Logical Data Model based on technical specification requirement; Design ETL logic to transform raw data from source into target table as per the Logical Data Model; Design big data ingestion, loading, and unloading data into a data lake.; Automate data quality error resolution and enforce rules; Prepared test cases and test plan based on the Logical Data Model, Data Mapping and technical specification; Technical skill:; Proficient in data management, database design, ETL design, optimization and development; Proficient in BI development and visualization (optional); Tools:; Packaged ETL tools, i.e. Talend, HIVE and Hadoop, MapR platform; Any database and ETL tools; Cloud architecture; For Senior level:; Years of experience: 3-5 solid years of Data engineering background; Experience:; Translate and develop Physical data model design of transactional and master tables; Data cleansing and data profiling (basic); Develop big data ETL jobs, loading, and unloading data into a data lake.; Implement the delivery of enhancements for an existing Data Warehouse for a new data source system; ETL Unit testing and data validation; Technical skill:; Proficient in data management, database design, ETL design, optimization and development; Proficient in BI development and visualization (optional); Tools:; Packaged ETL tools, i.e. Talend, HIVE and Hadoop, MapR platform; Any database and ETL tools; Cloud architecture; The opportunity:; You will help our clients navigate the business and technology transformation vision. We’ll look to you to provide our clients with a unique business and technology perspective on how technology can transform and improve their entire organization – starting with key business issues they face. This is a high-growth, high-visibility area with plenty of opportunities to enhance your skill set and build your career.; Your key responsibilities:; You’ll spend most of your time working with a wide variety of clients and your colleagues to deliver the latest trends, practices, technologies, and architecture to design, build and maintain scalable and robust solutions that unify, enrich, collaborate and deliver value.; Skills and attributes for success:; Outstanding team player; High level of motivation; Strong work ethic; Self-starting attitude; Independent and able to manage and prioritize workload; Ability to quickly and positively adapt to change; Excellent written and verbal communication, presentation, client service, and technical writing skills, coupled with excellent executive presence.; Significant experience in managing and delivering medium to large teams on complex programs and projects.; Assessing, designing, architecting, and developing solutions leveraging the latest technologies and trends to exceed the business requirements; Unifying, enriching, and delivering value to derive insights and opportunities; Leveraging in-house and partners - platforms and solutions as needed and recommending and building new platforms/solutions as required to exceed business requirements; Communicating findings, recommendations, and opportunities to improve platforms and solutions; Demonstrating a deep understanding of technology, concepts, tools, features, functions, and benefits of different approaches; Seeking out information to learn about emerging methodologies and technologies; Clarifying problems by driving to understand the true issue; Looking for opportunities for improving methods and outcomes; Collaborating, influencing, and building consensus through constructive relationships and effective listening; Solving problems by incorporating data into decision making; Proven track record of sales and delivery in a consulting context with established client relationships and experience; Ideally, you must have a:; Bachelor’s Degree or above in Information Systems, Computer Science, Electronics and Communications, or related disciplines.; Minimum three (3) years of experience (for Senior level) and 5 to 7 years for Manager or Senior Manager level.; What we look for; We’re interested in passionate individuals with a strong vision and a desire to stay on top of trends. If you have a genuine passion for helping businesses achieve their full potential, then these role(s) are for you.; What we offer; Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next; Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, on your way; Transformative leadership: We’ll give you the insights, coaching, and confidence to be the leader the world needs; Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs; If you can demonstrate that you meet the criteria above, please contact us as soon as possible.; EY is an equal opportunity, affirmative action employer providing equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, including arrest and conviction records, by applicable law.; EY is committed to providing reasonable accommodation to individuals with special needs. If you are a qualified individual with special needs and need assistance applying online or need to request an accommodation during the interview process, please speak to our HR executives, and we will be happy to help you.",,Full time,indonesia,,
9,85816577,Cloud Engineer,PT Xtremax Teknologi Indonesia,Bandung,2025-07-16 16:45:02.000000 UTC,https://id.jobstreet.com/id/job/85816577,"This job position is suitable for individuals who are constant learners, problem solvers and multi-taskers. Candidates who thrive in a fast-paced environment, steps up to face challenges, and are able to deliver results, are welcome to apply. We are looking for candidates who are interested in doing Implementation and Operation for Cloud Infrastructure.  ; Responsibilities  ; Responsible for Implementing and/or Maintaining cloud infrastructure in AWS, Azure and Google Cloud for Xtremax Customer  ; Provide support related to customer issue with the Cloud Infrastructure.  ; Work closely with IT security to monitor privacy and develop incident-response procedures; Requirements; Qualifications:; Bachelor’s degree in Computer Science, Information Technology, or related field.; Has minimum 2 years experience working with AWS services and architecture.; Proven experience in:; Writing infrastructure code using Terraform.; Site Reliability Engineering practices and incident management.; Building and managing both Windows and Linux servers in cloud environments.; Managing Kubernetes clusters in production environments.; Strong scripting and automation skills (e.g., Python, Bash and PowerShell).; Familiarity with CI/CD pipelines and version control systems (e.g., Git).; Excellent problem-solving and troubleshooting skills.; Strong communication and collaboration skills; Preferred Qualifications:; AWS Certified (AWS Solutions Architect, AWS SysOps Engineer).; Experience with other cloud providers (e.g., Azure, Google Cloud Platform).; Knowledge of other Infrastructure as Code tools (e.g., Terraform, Terragrunt).; Familiarity with containerization technologies other than Kubernetes (e.g., Docker).",,Full time,indonesia,,
96,85036989,Data Engineer Intern,PT Fliptech Lentera Inspirasi Pertiwi,Jakarta,2025-06-19 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85036989,"We are seeking a Data Engineering Intern to join our data team and support the development and maintenance of data pipelines, infrastructure, and tooling. This role is ideal for someone who enjoys working with backend systems and wants to gain hands-on experience in building data systems that power analytics and business decisions.; About Flip; Rafi, Luqman, and Anjar, who were college friends in Universitas Indonesia, started Flip as a project in 2015 to transfer payments to each other at a fraction of what banks would charge them. They are pioneers in the Indonesian market, with their technology now helping millions of Indonesians, both individuals and businesses, carry out bank-to-bank money transfers through a reliable and seamless app.; After nine years of operations, Flip has helped Indonesians transfer money worth several trillions of rupiah and has received double-digit funding from respectable investors such as Sequoia India, Insight Partner, and Insignia. Flip’s ultimate mission is to give Indonesians access to one of the most progressive and fairest financial services in the world.; At Flip, we always strive to provide the fairest place for you to work, learn, and grow with talented and fun people in various opportunities to advance your career and get fair rewards. We believe that we have to treat employees, customers, and all stakeholders fairly and respectfully. Fair treatment for employees means we establish clear goals, facilitate our employees to achieve them, and value their contribution to the company with equitable benefits.; What You’ll Do; Assist in developing and maintaining ETL pipelines to process and transform data; Support data quality checks and monitoring efforts; Help integrate new data sources into our data warehouse; Collaborate with data engineers and analysts to optimize data models and workflows; Work with modern data tools such as dbt, Airflow, BigQuery, or similar platforms; What We’re Looking For; Currently pursuing a degree in Computer Science, Data Engineering, or a related field; Familiarity with SQL and at least one programming language (e.g., Python, Java); Understanding of data structures, APIs, or databases is a plus; Interest in cloud platforms like GCP, AWS, or Azure; A problem-solving attitude and desire to build scalable data solutions",,Full time,indonesia,,
60,85259362,"Engineering Data Center (QS, Site Engineer & BBS)",PT Acset Indonusa Tbk,Jakarta,2025-06-30 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85259362,"Overview; Proses perencanaan dan mengarahkan proses implementasi perencanaan yang berkaitan dengan penyusunan implementasi metode dan segala proses drawing sesuai dengan PMIP. Melakukan penghitungan volume pekerjaan (termasuk variation order), review dan analisis atas perhitungan yang dilakukan. Melakukan kalkulasi terhadap kebutuhan besi untuk mencapai efisiensi dan produktivitas dengan standar limbah dibawah 3%; Kualifikasi; D3/S1 Teknik Sipil, Teknik Mesin, Teknil Elektro & Arsitektur; Pengalaman diposisi yang sama minimal 2 tahun diproyek building (Data Centre); Kemampuan analisa yang baik; Bersedia ditempatkan seluruh Indonesia; Deskripsi Pekerjaan; Penyusunan rencana kerja operasional engineering dengan menerjemahkan seluruh dokumen teknik menjadi gambar kerja, metode kerja dan program kerja (master schedule, gambar kerja, procurement schedule, equipment dan manpower schedule); Analisa gambar pelaksanaan teknik bedasarkan Method Construction; Analisa gambar pelaksanaan teknik bedasarkan Method Construction; Menyusun rencana kerjaan penggunaan besi; Mendistribusikan besi yang sudah dilakukan proses bending; Menganalisa perhitungan volume awal (MC 0) diawal pekerjaan proyek; Melakukan opname pekerjaan subcont; Membuat claim Variation Order (VO) kepada owner terkait volume; Menyusun rencana kerjaan penggunaan besi, melakukan monitoring penggunaannya, juga mengelola dan memonitoring waste besi",,Kontrak/Temporer,indonesia,,
86,85104576,Sales Manager Data Center Infrastructure,PT Westindo Esa Perkasa,North Jakarta,2025-06-23 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85104576,"About the role; ; As the Sales Manager, Data Center Infrastructure at PT Westindo Esa Perkasa, you will play a pivotal role in driving the company's sales and growth within the data centre infrastructure market. This full-time position is based in North Jakarta, Jakarta Raya, and will involve managing a team of sales professionals to achieve ambitious sales targets.; What you'll be doing; Developing and executing effective sales strategies to grow the company's data centre infrastructure customer base; Leading and motivating a team of sales professionals to deliver outstanding results; Building strong relationships with key accounts and clients in the data centre industry; Identifying new business opportunities and expanding the company's presence in the market; Analysing market trends, competitor activity and customer needs to inform sales plans; Collaborating cross-functionally with other departments to ensure seamless delivery of products and services; Providing regular sales forecasts and performance reports to senior management; What we're looking for; Extensive experience in sales management, preferably within the data centre infrastructure or IT solutions industry; Proven track record of successfully leading and motivating a high-performing sales team; Strong commercial acumen and the ability to identify and capitalise on new business opportunities; Excellent communication and relationship-building skills, with the ability to engage with both technical and non-technical stakeholders; Proficiency in data analysis and the use of sales management tools and technologies; Degree in a relevant field such as business, marketing or engineering; What we offer; ; At PT Westindo Esa Perkasa, we are committed to providing our employees with a rewarding and fulfilling work environment. In addition to a competitive salary and commission structure, we offer a range of benefits including:; Comprehensive health insurance coverage; Generous annual leave entitlement; Professional development opportunities and training; Collaborative and supportive team culture; Opportunities for career advancement; About us; ; PT Westindo Esa Perkasa is a leading provider of data centre infrastructure solutions in Indonesia. With a strong focus on innovation and customer service, we have built a reputation for delivering cutting-edge products and services that help our clients optimise their data centre operations. Our mission is to empower businesses to thrive in the digital age through reliable and efficient data centre solutions.; Apply now for this exciting opportunity to join our dynamic team and contribute to the growth and success of PT Westindo Esa Perkasa.",Rp 18.000.000 – Rp 25.000.000 per month,Full time,indonesia,18000000,25000000
93,85060063,Cloud Engineer,"PT. Metrodata Electronics, Tbk",West Jakarta,2025-06-20 16:45:02.000000 UTC,https://id.jobstreet.com/id/job/85060063,"We are looking for an experienced Cloud Engineer to join our team. If you have excellent skills we would like to meet you. As a Cloud Engineer, you’ll work closely with our engineers to ensure system consistency and improve user experience. ; Job Desc :; Responsible for cloud operational activities, such as the following : Monitoring the platform & infrastructure according to predefined metrics/parameters; Build cloud operational dashboards to visualise platform & Infrastructure health parameters; Responsible for operating and maintaining cloud operational tools, e.g. monitoring tools, cloud operational dashboard; Responsible for developing tools, frameworks, and automation scripts that can improve efficiency in monitoring and managing cloud services.; PT Metrodata Electronics, Tbk (Digital Solution Provider & Technology Innovator) would like to invite you to be part of the company to develop yourself and your skills. If you are: ; Qualification :; Bachelor's Degree Computer Science/Information Technology; At least 3 year(s) of working Cloud management experience; Certification in Google Cloud Architect Professional or AWS Certified Solutions Architect - Associate or AWS Certified SysOps Administrator - Associate, AWS Advanced Networking-Speciality will be a plus; IT service management certification, such as ITIL will be a plus; At least 5 years of working experience in Information Technology; At least 3 years holding a similar position (IT Operation); At least 2 years' work experience in GCP or AWS cloud operations; If you meet the requirement we needed, let’s apply for the following open positions. ; Metrodata not just offer for the job, we offer you for brighter career future.",,Kontrak/Temporer,indonesia,,
102,85025945,Senior Data Engineer,PT BCI CENTRAL INDONESIA,South Jakarta,2025-06-19 13:16:45.000000 UTC,https://id.jobstreet.com/id/job/85025945,"About the Role As Sr. Data Engineer for our global Data Enrichment squad, you will be responsible for implementing data flows using Apache Airflow and AWS, incorporating functionalities such as external API’s, AI/ML components, and GenAI. You will work in close collaboration with your ETL Lead and Product Owner to translate the requirements of our customers and stakeholders to ETL data flow features and then build and run them. You improve the operations of the ETL data flows by improving our monitoring capabilities, automated error recovery, and scalability.; Responsibilities:; ● Develop and maintain ETL workflows using Apache Airflow and AWS services.; ● Take ownership of complex ETL tasks and AWS Lambda functions.; ● Design ETL pipelines and review work from junior team members.; ● Contribute to building secure and scalable data solutions.; ● Operate and monitor data flows in production environments, supporting junior colleagues as needed.; ● Improve the resilience, reliability, and performance of ETL systems.; ● Automate recurring operations and optimize performance.; ● Guide junior team members in testing practices and setting up automated tests.; ● Promote and model best practices for documentation across the team.; Requirements:; ● 5+ years of experience as a full-time Data Engineer; ● Hands-on experience delivering projects using Apache Airflow in the past 2 years.; ● Proficiency with AWS; ● Experience with PostgreSQL and/or OpenSearch.; ● Strong SQL skills demonstrated through past roles and projects.; ● Experience implementing and improving CI/CD pipelines for ETL processes.; ● Solid understanding and several years of experience working with Python in a production environment.",Rp 17.000.000 – Rp 25.000.000 per month,Full time,indonesia,17000000,25000000
55,85315137,Fullstack Engineer (Data Platform),PT Global Tiket Network,Jakarta,2025-06-17 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85315137,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.; That is exactly what we are tackling as t-fam! Making sure that our 50+ million users have the best experience in crafting their own adventure.; #LI-EP1; Your main duties in flying with us :; Build and extend our backend code based on SOLID Principle and Clean Code; Build APIs that serve our frontend apps – Benchmark and improve performance; Develop dashboard related frontend; Maintain and extend our test suite; Refactor and improve existing code to incorporate better patterns; Document and write about the work; Create unit test and implement self test to make sure the code is running well; Assist technical lead to review and follow up code that have been developed.; Mandatory belongings that you must prepare :; Bachelor degree or equivalent, preferably in Computer Science/Information Technology; Min. 3 years of working experience as Software Engineer or equivalent; Knows how to analyze log; Experience working with System Design; Experienced in using Golang (Mandatory), NextJs (or any javascript related); Experience working with RDBMS or NoSQL; Experience with Git Flow; Experience with CI/CD, TDD, Refactor/Rewrite system; Experience with Event-Driven Architecture such as Kafka or RabbitMQ; Experience with Kubernetes is a plus; Experience working with Redis and Memcached is a plus; Experience with Elastic Search is a plus; Experience with pair programming is a plus; Experience with Linux syntax, Docker is a plus; Good sense of prioritization and product knowledge/product ownership; Critical thinking, fast learner, and good communication skills; Well-motivated, responsible for the deadline, and can work under pressure; Willingness to work in a hybrid environment (3 days in-office, 2 days remote).",,Full time,indonesia,,
21,85768986,IT Junior AI Engineer (At least 1 year as software engineer) - Yogyakarta Based,PT Dipo Star Finance,Yogyakarta,2025-07-15 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85768986,"Job Description; We are seeking a Junior AI Engineer with strong logical thinking, a good understanding of AI concepts, and a passion for exploring how AI can be applied to real-world business challenges. You do not need prior experience building AI applications—but you should be excited about learning how to use existing AI models (like GPT, Claude, Gemini, etc.) and integrating them into useful tools and services.; This role is ideal for someone from a software engineering, system engineering, or automation background who is looking to grow in the AI application space.; Main Responsibility; Support the development of AI-powered business tools by integrating existing AI models (e.g., OpenAI GPT, Azure OpenAI) with internal systems and data; Assist in designing prompts, inputs, and workflows that enable AI to generate useful, accurate, and context-aware outputs; Help implement rule-based logic and internal business rules to complement AI capabilities; Work with business teams to understand use cases and participate in ideation and prototyping of AI solutions; Learn and apply best practices in prompt engineering, context management, and AI response evaluation; Participate in testing, debugging, and improving AI workflows and integrations; Document solutions, findings, and lessons learned for internal knowledge sharing; Requirements; Bachelor’s degree in Computer Science, Information Systems, Engineering, or a related technical field; Strong logical reasoning and structured problem-solving skills; Familiarity with basic AI/ML concepts (e.g., LLMs, NLP, supervised vs. unsupervised learning); Enthusiastic about AI and motivated to explore its real-world applications; Basic programming skills (e.g., Python, JavaScript) and ability to work with APIs; Willingness to learn new tools and frameworks; Good communication skills and a collaborative mindset",Rp 5.500.000 – Rp 6.500.000 per month,Full time,indonesia,5500000,6500000
64,85252061,Software Engineer (Full Stack Developer),PT. Elabram Systems,Jakarta,2025-06-30 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85252061,"Job Description; Design, develop, and maintain web applications using PHP, adhering to best practices and coding standards.; Design, implement, and manage databases using PostgreSQL, or similar, ensuring data integrity and performance.; Work effectively with cross-functional teams, including tech lead, QA, and other engineers on planning and developing; Write clean and maintainable code.; Create and maintain technical documentation for code, processes, and applications.; - Identify, analyze, and resolve bugs, performance issues, and security vulnerabilities in existing applications.; Requirement; Minimum Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent work experience).; Fresh graduates are welcome to apply; however, having 1 year of experience will be advantageous.; Strong understanding of HTML, CSS, and JavaScript.; Proficiency in PHP and PHP frameworks such as Laravel, Yii2, or CodeIgniter.; Experience with relational databases like MySQL, PostgreSQL, or similar.; Familiar with Git Version Control; Strong analytical and problem-solving skills with a focus on delivering high-quality code.; Familiarity with cloud platforms (e.g., AWS ) and containerization (e.g., Docker) is advantageous.","Rp 6,000,000 – Rp 8,000,000 per month",Kontrak/Temporer,indonesia,6000000,8000000
89,85068684,Data Center Engineer,PT Bali Towerindo Sentra Tbk,Central Jakarta,2025-06-20 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85068684,"Responsibilities :; • Standby on site for maintain and monitor all utility and facility of Data Center; • Regular physical or visual Inspection equipment and data center operations facilities; • Provide onsite support during scheduled maintenance or change events; • Data center access request; • Maintenance facilty (UPS, Transformer, PAC, Generator);  Requirements :; • Candidate must possess at least Bachelor Degree in Electrical Engineering; • At least one year experience in Data Center or Electrical Engineer; • Have a good knowledge about data center, troubleshoot, and facility will be an advantage; • Have a good knowledge about TIA-942 & ISO 27001 would be an advantage; • Willing to work shift",,Full time,indonesia,,
107,84732540,Software Engineer in Data,Cermati Fintech Group,Jakarta,2025-06-17 16:17:28.000000 UTC,https://id.jobstreet.com/id/job/84732540,"Job Description; Developers will work with international teams as well as Indonesian teams to understand requirements and translate it to high quality software products.; Work with cutting edge and solve technically challenging problems to deliver mission critical product; Qualifications; Ability to work with mentors and team leads on international teams to deliver projects.; Focus on quality, quantity and timeliness of results, high ownership of tasks assigned; Good communication skill, moderate proficiency in English language; Ability to translate detailed design into high quality software; Ability to produce high quality software from specifications without much rework; Strong coding skills in at least one of {Java, Python, JavaScript/Node.js}. We use all three languages so proficiency in multiple languages is a bonus.; Good understanding of software engineering practices like object-oriented design, data structure; Familiar with version control (git) and basic linux operations; Fresh graduates are welcome to apply; Additional Information; Preferable: Bachelor Degree from reputable university in Indonesia; Preferable: Familiar with GCP or AWS cloud service; Preferable: Familiar with Cloud Dataflow/Apache Beam; Preferable: Familar with Machine Learning Algorithm (Regression, Decision Tree, Neural Network/Deep Learning) and Machine Learning as a Service (MLaaS); Preferable: Familiar with DBT and Apache Airflow; Preferable: Familiar with data platform services: ETL Ingestion, Data Lake, Data Warehousing: BigQuery, Redshift, Snowflake, Hadoop, big data processing: apache beam, flink, spark, etc, BI visualization tools: Redash, Looker, Tableau",,Full time,indonesia,,
70,85214538,Data Migration Engineer (VM Ware to Oracle VM),PT. Amalura Multi Dimensi,Bali,2025-06-27 16:17:33.000000 UTC,https://id.jobstreet.com/id/job/85214538,·       Minimum bachelor’s degree from reputable university; ·       More than 3 years’ experience as Data Migration; ·       Have experience to migrate VM Ware into Oracle VM (both on Premise); ·       Experience in dealership; ·       Ready to join immediately and willing to sign 3 months contract.; ·       Willing to work onsite at Client Site at Bali,,Kontrak/Temporer,indonesia,,
